0,9472,11008,9984,10752
1,9472,11264,9984,10752
2,9472,11264,9984,10752
3,9472,11264,9984,10752
4,9472,11264,9984,10752
5,9472,11008,9984,10752
6,9728,11008,9984,10752
7,9728,11008,9984,11008
8,9728,11008,9728,11008
9,9984,10752,9728,11008
10,9984,10752,9728,11008
11,9984,10752,9728,11008
12,10240,10752,9728,11008
13,10240,10752,9728,11264
14,10240,10752,9728,11264
15,10240,10752,9728,11264
16,10496,10752,9728,11264
17,10496,10752,9728,11008
18,10496,10752,9728,11264
19,10496,10752,9472,11264
20,10752,10752,9472,11264
21,10752,10752,9472,11264
22,10752,10752,9472,11008
23,10752,10752,9472,11264
24,10752,10752,9216,11264
25,10752,10752,9216,11008
26,10752,10752,9216,11264
27,10752,10752,9472,11264
28,10752,10752,9472,11264
29,10752,10752,9216,11264
30,10752,10752,9216,11264
31,10752,10752,9216,11264
32,10752,10496,9216,11264
33,10752,10752,9216,11264
34,10752,10752,9216,11264
35,10752,10496,9216,11264
36,10752,10752,9216,11264
37,11008,10496,8960,11264
38,11008,10496,8960,11520
39,11008,10496,8960,11520
40,11008,10496,8960,11264
41,11008,10496,8960,11264
42,11008,10496,8960,11520
43,11008,10496,9216,11264
44,11008,10240,9216,11264
45,10752,10240,9216,11264
46,11008,10240,9216,11264
47,11008,10240,9216,11264
48,11008,10240,9216,11264
49,10752,10240,9216,11264
50,11008,9984,9472,11264
51,11008,10240,9472,11264
52,10752,10240,9472,11264
53,11008,9984,9472,11264
54,11008,9984,9472,11264
55,11008,10240,9472,11264
56,10752,10240,9472,11264
57,10752,10240,9216,11264
58,10752,10240,9472,11264
59,10752,10240,9216,11264
60,10752,10240,9216,11264
61,10752,10240,9472,11264
62,10752,10240,9472,11264
63,10752,10240,9472,11008
64,10496,10240,9472,11008
65,10496,10240,9472,11264
66,10496,10240,9472,11264
67,10496,10240,9472,11264
68,10496,10496,9472,11264
69,10240,10496,9472,11264
70,10240,10496,9472,11264
71,10240,10496,9472,11264
72,10240,10496,9472,11008
73,9984,10496,9472,11008
74,9984,10496,9472,11264
75,9984,10496,9472,11008
76,9984,10752,9472,11008
77,9984,10496,9472,11008
78,9984,10496,9472,11008
79,9728,10496,9472,11008
80,9728,10752,9472,11008
81,9728,10496,9472,11008
82,9728,10496,9216,11008
83,9728,10496,9216,11008
84,9728,10496,9472,11008
85,9728,10496,9472,11008
86,9472,10496,9472,11008
87,9728,10496,9472,11008
88,9472,10496,9216,11008
89,9472,10240,9472,11008
90,9472,10496,9472,11008
91,9472,10240,9728,11008
92,9728,10240,9472,11008
93,9728,10240,9472,10752
94,9472,10240,9728,10752
95,9728,10240,9728,10752
96,9728,10240,9728,10752
97,9728,10240,9728,10752
98,9728,10240,9728,10496
99,9728,10240,9728,10752
100,9728,10240,9728,10752
101,9984,10240,9728,10752
102,9728,10496,9728,10752
103,9728,10240,9728,10496
104,9728,10240,9728,10752
105,9728,10240,9728,10752
106,9728,10240,9728,10752
107,9728,10240,9728,10752
108,9728,10240,9728,10752
109,9728,10240,9728,10496
110,9728,10240,9728,10752
111,9728,10240,9728,10752
112,9728,10240,9728,10752
113,9728,10240,9728,10752
114,9728,10240,9728,10752
115,9728,10240,9728,10496
116,9728,10496,9728,10752
117,9728,10240,9728,10752
118,9728,10240,9728,10752
119,9728,10496,9728,10496
120,9728,10496,9728,10496
121,9728,10240,9728,10496
122,9984,10496,9472,10752
